,Precio,Metros Cuadrados,Habitaciones,Baños,Parqueadero,Estrato,Localidad,Barrio,Contacto,Robo_Personas,Homicidios
848,450000000,126,3.0,2,No,4, Chapinero,Bosque Calderón Tejada 2,0,5578,6
849,220000000,40,1.0,1,No,4, Teusaquillo,Santa Teresita,0,3506,9
850,550000000,326,9.0,4,Si,3, Engativá,San Joaquín,0,8151,32
851,170000000,55,2.0,1,,3, Teusaquillo,Parque Simón Bolívar,0,3506,9
852,305000000,54,1.0,2,,5, Chapinero,Los Olivos,0,5578,6
853,595000000,116,3.0,3,,5, Chapinero,La Salle,3202707176,5578,6
854,195000000,51,1.0,1,,3, Chapinero,Marly,0,5578,6
855,275000000,62,2.0,2,Si,4, Santa Fé,La Alameda,0,3255,36
856,400000000,73,2.0,2,,6, Usaquén,Santa Bárbara Central I Sector,0,5376,29
857,580000000,154,6.0,5,Si,2, Engativá,La Estradita,3164653866,8151,32
858,575000000,138,4.0,2,Si,4, Chapinero,Chapinero Norte,0,5578,6
859,465000000,112,3.0,2,Si,4, Chapinero,Chapinero Norte,0,5578,6
860,200000000,100,3.0,2,No,3, Engativá,Las Ferias,0,8151,32
861,550000000,168,4.0,3,,3, Puente Aranda,Cundinamarca,3205686944,3778,16
862,250000000,2800,,0,,3, Puente Aranda,Cundinamarca,0,3778,16
863,430000000,75,2.0,2,,6, Usaquén,Santa Bárbara Central I Y II,0,5376,29
864,440000000,69,2.0,2,,6, Suba,El Estoril,0,7567,43
865,1500000000,241,3.0,4,,6, Chapinero,El Refugio,0,5578,6
866,750000000,113,3.0,2,,6, Usaquén,Rincón Del Chicó,0,5376,29
867,164500000,25,1.0,1,No,4, Teusaquillo,Alfonso López,0,3506,9
868,545000000,148,3.0,3,,6, Usaquén,Santa Ana Oriental,0,5376,29
869,2300000000,263,3.0,3,,6, Chapinero,Sierras Del Chicó,0,5578,6
870,1900000000,250,5.0,6,,6, Usaquén,Santa Bibiana,0,5376,29
871,550000000,85,2.0,2,,4, Teusaquillo,Prados Del Salitre,0,3506,9
872,658000000,340,6.0,3,,3, Engativá,La Bonanza,0,8151,32
873,650000000,360,7.0,6,,3, Engativá,La Bonanza,0,8151,32
874,750000000,268,6.0,3,,3, Engativá,La Bonanza,3214107749,8151,32
875,285000000,84,3.0,2,,5, Teusaquillo,La Esmeralda,0,3506,9
876,740000000,145,3.0,3,,6, Usaquén,Santa Bibiana,0,5376,29
877,650000000,400,5.0,4,,4, Chapinero,Granada,0,5578,6
878,300000000,56,2.0,2,,5, Barrios Unidos,La Castellana Occidental,0,2975,10
879,325000000,74,3.0,2,,3, Chapinero,Pardo Rubio,0,5578,6
880,280000000,43,2.0,1,,3, Engativá,San Joaquín Norte,0,8151,32
881,310000000,50,1.0,1,,6, Usaquén,Rincón Del Chicó,0,5376,29
882,300000000,69,3.0,2,,3, Engativá,San Joaquín Norte,0,8151,32
883,850000000,340,7.0,5,,4, Teusaquillo,Nicolás De Federmán,3214107749,3506,9
884,255000000,34,1.0,1,,3, Teusaquillo,Banco Central,0,3506,9
885,170000000,26,1.0,1,,4, Teusaquillo,Chapinero Occidental,0,3506,9
886,613000000,115,3.0,2,Si,5, Chapinero,Emaus,0,5578,6
887,1000000000,208,7.0,4,Si,6, Chapinero,Pardo Rubio - Urbanización Panorama,0,5578,6
888,700000000,340,10.0,0,,3, Teusaquillo,Parque Simón Bolívar,0,3506,9
889,120000000,40,3.0,1,,2, Teusaquillo,Parque Simón Bolívar,0,3506,9
890,350000000,170,6.0,4,,4, Teusaquillo,Parque Simón Bolívar,0,3506,9
891,210000000,105,4.0,2,,4, Teusaquillo,Parque Simón Bolívar,3183305733,3506,9
892,285000000,170,3.0,2,,4, Teusaquillo,Parque Simón Bolívar,0,3506,9
893,1300000000,800,10.0,10,,3, Teusaquillo,Parque Simón Bolívar,0,3506,9
894,450000000,200,6.0,3,,4, Teusaquillo,Parque Simón Bolívar,0,3506,9
895,900000000,176,1.0,0,,4, Teusaquillo,Parque Simón Bolívar,0,3506,9
896,450000000,199,3.0,3,,4, Teusaquillo,Parque Simón Bolívar,0,3506,9
897,900000000,570,4.0,5,,4, Teusaquillo,Biblioteca Virgilio Barco,0,3506,9
898,140000000,100,5.0,2,,2, Teusaquillo,Parque Simón Bolívar,0,3506,9
899,180000000,92,3.0,1,,4, Teusaquillo,Parque Simón Bolívar,3183305733,3506,9
900,480000000,98,3.0,4,,5, Teusaquillo,Parque Simón Bolívar,0,3506,9
901,250000000,97,4.0,2,,4, Teusaquillo,Parque Simón Bolívar,0,3506,9
902,950000000,400,3.0,4,,5, Teusaquillo,Parque Simón Bolívar,0,3506,9
903,220000000,140,3.0,2,,2, Teusaquillo,Parque Simón Bolívar,3183305733,3506,9
904,1500000000,409,4.0,6,,6, Teusaquillo,Parque Simón Bolívar,0,3506,9
905,350000000,109,3.0,4,,4, Teusaquillo,Parque Simón Bolívar,0,3506,9
906,170000000,198,4.0,3,,3, Teusaquillo,Parque Simón Bolívar,0,3506,9
907,310000000,143,3.0,2,,5, Teusaquillo,Parque Simón Bolívar,0,3506,9
908,130000000,58,3.0,2,,3, Teusaquillo,Parque Simón Bolívar,3183305733,3506,9
909,250000000,179,4.0,4,,2, Teusaquillo,Parque Simón Bolívar,0,3506,9
910,140000000,95,4.0,3,,3, Teusaquillo,Parque Simón Bolívar,0,3506,9
911,780000000,370,3.0,4,,4, Teusaquillo,Parque Simón Bolívar,0,3506,9
912,130000000,64,3.0,2,,2, Teusaquillo,Parque Simón Bolívar,0,3506,9
913,130000000,49,3.0,2,,3, Teusaquillo,Parque Simón Bolívar,0,3506,9
914,300000000,300,4.0,2,,2, Teusaquillo,Parque Simón Bolívar,0,3506,9
915,370000000,192,3.0,3,,4, Teusaquillo,Parque Simón Bolívar,3183305733,3506,9
916,420000000,192,3.0,3,,4, Teusaquillo,Parque Simón Bolívar,3183305733,3506,9
917,390000000,482,4.0,3,,3, Teusaquillo,Parque Simón Bolívar,0,3506,9
918,180000000,238,2.0,1,,2, Teusaquillo,Parque Simón Bolívar,0,3506,9
919,430000000,247,3.0,3,,6, Teusaquillo,Parque Simón Bolívar,0,3506,9
920,220000000,383,2.0,1,,3, Teusaquillo,El Salitre A.s.d.,3183305733,3506,9
921,210000000,120,3.0,3,,3, Teusaquillo,Parque Simón Bolívar,0,3506,9
922,345000000,125,3.0,3,,6, Teusaquillo,Parque Simón Bolívar,0,3506,9
923,100000000,177,2.0,1,,2, Teusaquillo,Parque Simón Bolívar,3183305733,3506,9
924,350000000,96,3.0,3,,6, Teusaquillo,Parque Simón Bolívar,0,3506,9
925,260000000,137,4.0,3,,3, Teusaquillo,Parque Simón Bolívar,0,3506,9
926,580000000,220,3.0,3,,4, Barrios Unidos,Club De Empleados Oficiales,0,2975,10
927,240000000,75,3.0,2,,5, Teusaquillo,Parque Simón Bolívar,0,3506,9
928,600000000,209,3.0,3,,4, Teusaquillo,Parque Simón Bolívar,3183305733,3506,9
929,1200000000,320,3.0,4,,5, Teusaquillo,Parque Simón Bolívar,0,3506,9
930,320000000,165,3.0,3,,4, Teusaquillo,Parque Simón Bolívar,3183305733,3506,9
931,580000000,110,3.0,2,,4, Engativá,Bellavista Occidental,0,8151,32
932,400000000,110,3.0,2,,4, Chapinero,Chapinero Norte,0,5578,6
933,160000000,35,1.0,1,,5, Chapinero,Pardo Rubio - Arbos I,0,5578,6
934,430000000,63,2.0,2,,3, Teusaquillo,Chapinero Occidental,0,3506,9
935,220000000,100,3.0,2,,6, Barrios Unidos,La Merced Norte,0,2975,10
936,370000000,40,1.0,1,,4, Barrios Unidos,Los Alcázares Norte,0,2975,10
937,350000000,61,1.0,1,,5, Chapinero,Cerros Del Castillo,0,5578,6
938,254000000,35,1.0,2,,4, Suba,Andes Norte,0,7567,43
939,615000000,84,2.0,2,,5, Chapinero,Zamudio,0,5578,6
940,1790000000,240,4.0,4,,6, Chapinero,Bellavista - Urbanización El Castillo,313001390,5578,6
941,2600000000,527,7.0,8,,4, Chapinero,Quinta Camacho,0,5578,6
942,750000000,109,2.0,3,,4, Teusaquillo,Las Américas,0,3506,9
943,1948000000,200,3.0,4,,6, Chapinero,Urbanización Loma De La Cruz,0,5578,6
944,869000000,180,3.0,4,,6, Usaquén,Santa Bárbara Central I Y II,3113581871,5376,29
945,699000000,103,2.0,2,,6, Usaquén,Rincón De Santa Paula,0,5376,29
946,865000000,182,3.0,3,,6, Chapinero,Emaus,0,5578,6
947,232000000,45,1.0,1,,3, Santa Fé,Sagrado Corazón,3143972117,3255,36
948,96000000,45,2.0,1,,2, Chapinero,Quinta Camacho,0,5578,6
949,300000000,82,2.0,1,,3, Teusaquillo,Quesada,3176396292,3506,9
950,890000000,183,3.0,4,,6, Usaquén,Santa Bárbara Central IV Sector,0,5376,29
951,2240000000,510,9.0,4,Si,4, Teusaquillo,Estrella,0,3506,9
952,240000000,150,3.0,1,No,2, Santa Fé,La Perseverancia,0,3255,36
953,440000000,99,3.0,2,,5, Teusaquillo,Parque Simón Bolívar,0,3506,9
954,240000000,122,3.0,2,,4, Teusaquillo,Parque Simón Bolívar,0,3506,9
955,660000000,210,3.0,4,,6, Teusaquillo,Parque Simón Bolívar,0,3506,9
956,235000000,80,3.0,2,,3, Teusaquillo,Parque Simón Bolívar,0,3506,9
957,340000000,96,3.0,3,,5, Teusaquillo,Parque Simón Bolívar,0,3506,9
958,900000000,187,3.0,3,,6, Teusaquillo,Parque Simón Bolívar,0,3506,9
959,230000000,78,2.0,2,,6, Teusaquillo,Parque Simón Bolívar,0,3506,9
960,270000000,124,3.0,3,,4, Teusaquillo,Parque Simón Bolívar,0,3506,9
961,1683000000,486,6.0,6,,6, Teusaquillo,Parque Simón Bolívar,0,3506,9
962,850000000,370,4.0,4,,4, Teusaquillo,Parque Simón Bolívar,0,3506,9
963,500000000,145,3.0,4,,5, Teusaquillo,Parque Simón Bolívar,353857777,3506,9
964,300000000,136,3.0,2,,5, Teusaquillo,Parque Simón Bolívar,353857777,3506,9
965,350000000,191,3.0,3,,6, Teusaquillo,Parque Simón Bolívar,0,3506,9
966,350000000,156,3.0,2,,6, Teusaquillo,Parque Simón Bolívar,353857777,3506,9
967,520000000,363,4.0,3,,5, Teusaquillo,Parque Simón Bolívar,353857777,3506,9
968,1300000000,272,3.0,3,,6, Teusaquillo,Parque Simón Bolívar,0,3506,9
969,1600000000,600,6.0,3,,4, Teusaquillo,Parque Simón Bolívar,0,3506,9
970,2200000000,400,4.0,6,,6, Teusaquillo,Parque Simón Bolívar,0,3506,9
971,1312500000,492,3.0,4,,6, Teusaquillo,Parque Simón Bolívar,0,3506,9
972,1050000000,264,3.0,4,,6, Teusaquillo,Parque Simón Bolívar,353857777,3506,9
973,740000000,175,3.0,4,,6, Teusaquillo,Parque Simón Bolívar,353857777,3506,9
974,1800000000,685,4.0,3,,6, Teusaquillo,Parque Simón Bolívar,353857777,3506,9
975,820000000,378,5.0,5,,4, Teusaquillo,Parque Simón Bolívar,353857777,3506,9
976,637183000,153,3.0,3,,4, Teusaquillo,Parque Simón Bolívar,0,3506,9
977,2500000000,368,3.0,4,,6, Teusaquillo,Parque Simón Bolívar,0,3506,9
978,630000000,194,4.0,2,,4, Teusaquillo,Parque Simón Bolívar,0,3506,9
979,3182100000,430,1.0,0,,6, Teusaquillo,Parque Simón Bolívar,0,3506,9
980,750000000,341,4.0,4,,5, Teusaquillo,Parque Simón Bolívar,0,3506,9
981,497000000,108,3.0,2,,5, Teusaquillo,El Salitre,0,3506,9
982,160000000,43,1.0,1,,5, Teusaquillo,Parque Simón Bolívar,0,3506,9
983,550000000,140,4.0,5,,4, Teusaquillo,Parque Simón Bolívar,0,3506,9
984,390000000,147,3.0,2,,5, Teusaquillo,Parque Simón Bolívar,0,3506,9
985,240000000,114,3.0,2,,5, Teusaquillo,Parque Simón Bolívar,0,3506,9
986,790000000,300,3.0,4,,5, Teusaquillo,Parque Simón Bolívar,0,3506,9
987,210000000,140,4.0,2,,2, Teusaquillo,Parque Simón Bolívar,0,3506,9
988,900000000,411,7.0,7,,4, Teusaquillo,Parque Simón Bolívar,0,3506,9
989,115000000,57,2.0,2,,3, Teusaquillo,Parque Simón Bolívar,0,3506,9
990,1100000000,194,3.0,3,,6, Teusaquillo,Parque Simón Bolívar,0,3506,9
991,1450000000,300,4.0,7,,1, Teusaquillo,Parque Simón Bolívar,0,3506,9
992,280000000,108,3.0,2,,4, Teusaquillo,Parque Simón Bolívar,0,3506,9
993,150000000,105,3.0,1,,3, Teusaquillo,Parque Simón Bolívar,0,3506,9
994,340000000,90,2.0,2,,5, Teusaquillo,Parque Simón Bolívar,0,3506,9
995,450000000,231,5.0,4,,4, Teusaquillo,Parque Simón Bolívar,0,3506,9
996,950000000,310,8.0,8,,5, Teusaquillo,Parque Simón Bolívar,0,3506,9
997,180000000,36,1.0,1,,6, Teusaquillo,Parque Simón Bolívar,0,3506,9
998,450000000,170,3.0,4,,6, Teusaquillo,Parque Simón Bolívar,0,3506,9
999,133900000,40,1.0,1,,4, Teusaquillo,Parque Simón Bolívar,0,3506,9
1000,600000000,148,2.0,2,,5, Teusaquillo,Parque Simón Bolívar,0,3506,9
1001,360000000,106,3.0,2,No,3, Teusaquillo,Florida - Panamericano,0,3506,9
1002,630000000,151,3.0,2,Si,3, Barrios Unidos,Benjamín Herrera,0,2975,10
1003,650000000,266,7.0,3,,3, Engativá,El Paseo,3104979092,8151,32
1004,1800000000,392,5.0,6,,5, Usaquén,San Patricio,0,5376,29
1005,800000000,300,4.0,5,,4, Engativá,Bellavista,3123636753,8151,32
1006,430000000,110,6.0,2,No,4, Teusaquillo,Galerías,3114877138,3506,9
1007,595000000,85,2.0,3,Si,4, Chapinero,Bosque Calderón,3013706300,5578,6
1008,1850000000,436,5.0,4,,4, Teusaquillo,Nicolás De Federmán,0,3506,9
1009,2200000000,273,5.0,6,,4, Teusaquillo,La Magdalena,0,3506,9
1010,210000000,53,2.0,1,No,3, Santa Fé,San Diego,0,3255,36
1011,87000000,60,3.0,1,Si,3, Engativá,La Estrada,0,8151,32
1012,1550000000,243,3.0,3,,6, Chapinero,Urbanización Belvedere,0,5578,6
1013,980000000,172,2.0,2,,6, Chapinero,Bellavista,0,5578,6
1014,250000000,35,1.0,1,,3, Chapinero,Bosque Calderón,0,5578,6
1015,1400000000,170,5.0,5,Si,3, Barrios Unidos,La Esperanza,0,2975,10
1016,420000000,40,1.0,2,,4, Teusaquillo,Armenia,0,3506,9
1017,330000000,62,2.0,2,,4, Teusaquillo,Teusaquillo,0,3506,9
1018,180900000,33,1.0,1,,3, Barrios Unidos,San Fernando,0,2975,10
1019,156546000,28,1.0,1,,3, Barrios Unidos,San Fernando,0,2975,10
1020,175824000,32,1.0,1,,3, Barrios Unidos,San Fernando,0,2975,10
1021,1350000000,70,5.0,2,,4, Teusaquillo,La Soledad,3613355,3506,9
1022,156222000,28,1.0,1,,3, Barrios Unidos,San Fernando,0,2975,10
1023,335000000,80,3.0,3,,4, Teusaquillo,Ortezal Cádiz,3204941661,3506,9
1024,949100000,160,4.0,4,,5, Chapinero,Chicó Norte III Sector,16242469,5578,6
1025,535000000,88,3.0,2,,4, Barrios Unidos,Rincón Del Salitre - Urbanización Modelo II,0,2975,10
1026,310000000,55,3.0,2,,4, Barrios Unidos,Rincón Del Salitre - Urbanización Modelo II,0,2975,10
1027,330000000,60,2.0,2,,4, Teusaquillo,Palermo,0,3506,9
1028,895948000,138,3.0,3,,5, Barrios Unidos,La Castellana,0,2975,10
1029,914700000,138,3.0,3,,4, Barrios Unidos,La Castellana,0,2975,10
1030,895600000,138,3.0,3,,5, Barrios Unidos,La Castellana,16242469,2975,10
1031,910000000,280,6.0,3,Si,4, Teusaquillo,Ortezal Cádiz,0,3506,9
1032,720000000,105,3.0,3,,5, Usaquén,Urbanización El Cebadero,0,5376,29
1033,800000000,140,4.0,3,,4, Barrios Unidos,Polo Club,3178552925,2975,10
1034,450000000,141,8.0,4,,3, Puente Aranda,Cundinamarca,0,3778,16
1035,1700000000,198,3.0,4,,3, Chapinero,Los Rosales,0,5578,6
1037,360000000,65,3.0,2,,3, Barrios Unidos,San Miguel,0,2975,10
1038,600000000,140,5.0,4,,3, Puente Aranda,Cundinamarca,3178552925,3778,16
1039,1500000000,196,3.0,3,Si,6, Chapinero,El Nogal,0,5578,6
1040,579900000,92,2.0,3,Si,6, Usaquén,Santa Bárbara Central I Sector,0,5376,29
1041,979000000,202,3.0,4,Si,6, Usaquén,Santa Bárbara Central IV Sector,3113581871,5376,29
1042,330000000,59,2.0,2,Si,4, Teusaquillo,Belalcazar,0,3506,9
1043,160000000,45,2.0,1,No,3, Barrios Unidos,Benjamín Herrera,3132470377,2975,10
1044,580000000,65,2.0,2,,3, Chapinero,El Retiro - Villa Andina,0,5578,6
1045,440000000,140,3.0,4,,3, Barrios Unidos,Urbanización Santa Mónica,3222686411,2975,10
1046,2480000000,750,6.0,7,,4, Teusaquillo,Nicolás De Federmán,0,3506,9
1047,860000000,700,2.0,2,,2, Barrios Unidos,Rafael Uribe,0,2975,10
1048,950000000,223,5.0,4,,4, Chapinero,Pardo Rubio - Arbos I,3054643322,5578,6
1049,270000000,46,1.0,1,,6, Usaquén,Santa Bárbara Norte,0,5376,29
1050,495000000,74,2.0,2,,5, Chapinero,Bellavista - Urbanización El Castillo,0,5578,6
1051,360000000,60,2.0,2,Si,4, Teusaquillo,San Luís,0,3506,9
1052,310000000,45,1.0,1,Si,4, Chapinero,Granada,0,5578,6
1053,178000000,27,,1,No,4, Chapinero,Chapinero Central,0,5578,6
1054,650000000,196,3.0,4,No,3, Engativá,Las Ferias,0,8151,32
1055,595000000,82,2.0,2,,3, Usaquén,Santa Bárbara Central I Y II,0,5376,29
1056,950000000,2600,1.0,1,Si,5, Los Mártires,Colseguros,0,2849,54
1057,450000000,64,1.0,2,,5, Usaquén,Urbanización El Cebadero,0,5376,29
1058,450000000,75,2.0,2,Si,6, Chapinero,Bellavista - Urbanización El Castillo,0,5578,6
1059,405000000,68,3.0,2,Si,4, Chapinero,María Cristina,0,5578,6
1060,230000000,30,1.0,1,Si,3, Santa Fé,La Macarena,0,3255,36
1061,485000000,86,2.0,2,,3, Santa Fé,La Macarena,3123848496,3255,36
1062,190000000,61,3.0,1,No,3, Barrios Unidos,San Fernando,3223493172,2975,10
1063,265000000,29,1.0,1,,5, Chapinero,Bosque Calderón Tejada 2,3158574462,5578,6
1064,700000000,120,3.0,3,,6, Chapinero,Chicó Norte - Urbanización La Gran Vía,0,5578,6
1065,560000000,98,2.0,2,,6, Chapinero,El Chicó,0,5578,6
1066,650000000,85,2.0,2,,4, Chapinero,Nueva Granada,3142007942,5578,6
1067,1200000000,255,6.0,6,,4, Teusaquillo,Santa Teresita,0,3506,9
1068,960000000,317,4.0,4,,4, Puente Aranda,Cundinamarca,3115214844,3778,16
1069,665000000,89,3.0,3,Si,4, Santa Fé,Bosque Izquierdo,0,3255,36
1070,955000000,600,10.0,10,No,3, Barrios Unidos,La Merced Norte,3134502218,2975,10
1071,550000000,67,2.0,3,Si,4, Chapinero,Marly,0,5578,6
1072,650000000,138,4.0,3,,6, Usaquén,San Patricio,15800461,5376,29
1073,320000000,83,3.0,3,,2, Barrios Unidos,La Esperanza,0,2975,10
1074,295000000,36,1.0,1,,4, Chapinero,Chapinero Central,3185324068,5578,6
1075,470000000,60,2.0,3,,4, Chapinero,Pardo Rubio - Arbos I,0,5578,6
1076,2000000000,523,9.0,5,,1, Chapinero,Granada,0,5578,6
1077,2100000000,242,5.0,5,,6, Usaquén,Usaquén - Urbanización Portal De Siena,0,5376,29
1078,330000000,63,3.0,2,Si,3, Barrios Unidos,Concepción Norte,3102078162,2975,10
1079,950000000,225,4.0,3,Si,4, Teusaquillo,El Salitre,0,3506,9
1080,150000000,150,3.0,2,Si,3, Chapinero,Chapinero Norte,0,5578,6
1081,926000000,121,3.0,2,,6, Chapinero,Chicó Norte III Sector,0,5578,6
1082,1400000000,193,3.0,2,,6, Chapinero,Altos De Bellavista,0,5578,6
1083,2400000000,295,3.0,4,,6, Chapinero,Bellavista,0,5578,6
1084,1790000000,240,4.0,4,,6, Chapinero,Bellavista - Urbanización El Castillo,3158574462,5578,6
1085,546000000,68,2.0,2,,5, Usaquén,Santa Bárbara Occidental,0,5376,29
1086,484000000,74,2.0,2,,6, Usaquén,Santa Bárbara Central I Y II,0,5376,29
1087,442500000,74,2.0,2,,6, Usaquén,San Patricio,0,5376,29
1088,318500000,52,1.0,2,,4, Chapinero,Pardo Rubio,3004296595,5578,6
1089,336000000,50,1.0,1,,6, Suba,Santa Margarita,3004296595,7567,43
1090,510000000,67,1.0,2,,6, Usaquén,Santa Bárbara Central I Y II,0,5376,29
1091,595000000,61,1.0,2,,6, Suba,Santa Margarita,0,7567,43
1092,436000000,63,2.0,2,,5, Usaquén,Sabanalarga,0,5376,29
1093,770000000,75,1.0,2,,4, Santa Fé,San Diego,0,3255,36
1094,470000000,86,2.0,3,,6, Usaquén,Santa Bárbara Central III Sector,0,5376,29
1095,1500000000,201,5.0,5,,5, Teusaquillo,Pablo VI Etapa I,3132020797,3506,9
1097,1649000000,190,4.0,4,,6, Chapinero,Las Acacias,0,5578,6
1098,839000000,120,3.0,3,,6, Usaquén,Santa Bárbara Central I Sector,0,5376,29
1099,950000000,184,3.0,3,,6, Usaquén,San Patricio,0,5376,29
1100,328000000,59,2.0,2,,4, Chapinero,Granada,0,5578,6
1101,410000000,57,1.0,2,,5, Chapinero,Juan XXIII,0,5578,6
1102,394000000,64,2.0,2,,4, Chapinero,Nueva Granada,0,5578,6
1103,405000000,68,3.0,2,,4, Chapinero,Juan XXIII,0,5578,6
1104,445000000,60,2.0,2,,4, Chapinero,Bellavista - Urbanización El Castillo,0,5578,6
1105,350000000,60,2.0,2,Si,5, Suba,Pasadena,0,7567,43
1106,370000000,58,2.0,2,Si,4, Barrios Unidos,La Castellana,0,2975,10
1107,550000000,80,3.0,2,Si,4, Teusaquillo,Prados Del Salitre,0,3506,9
1108,320000000,85,3.0,3,Si,4, Santa Fé,La Paz Central,0,3255,36
1109,745000000,80,2.0,3,Si,6, Usaquén,San Patricio,0,5376,29
1110,600000000,160,4.0,2,No,3, Barrios Unidos,San Fernando,3115838981,2975,10
1112,975000000,144,3.0,3,,4, Chapinero,Pardo Rubio,3165222196,5578,6
1113,1670000000,218,3.0,4,,5, Chapinero,Pardo Rubio,3165222196,5578,6
1114,259000000,42,1.0,1,,3, Chapinero,Chapinero Central,0,5578,6
1115,435000000,87,2.0,3,,6, Usaquén,Rincón Del Chicó,0,5376,29
1116,390000000,88,2.0,3,,6, Usaquén,Santa Bárbara Central IV Sector,0,5376,29
1117,2500000000,270,2.0,3,,6, Usaquén,Sagrado Corazón,0,5376,29
1118,450000000,60,1.0,2,,6, Chapinero,Altos De Bellavista,3156500852,5578,6
1119,1650000000,576,5.0,7,,6, Usaquén,Santa Bárbara Central I Sector,0,5376,29
1120,1075000000,167,4.0,4,,6, Usaquén,Santa Bárbara Central I Y II,0,5376,29
1121,1550000000,200,3.0,4,,6, Usaquén,Santa Ana Oriental,0,5376,29
1122,1100000000,169,3.0,3,,5, Usaquén,Santa Bárbara Central I Sector,0,5376,29
1123,900000000,160,3.0,3,,6, Usaquén,Santa Bárbara Central I Sector,0,5376,29
1124,600000000,110,3.0,3,,5, Usaquén,Santa Ana Occidental,0,5376,29
1125,490000000,59,1.0,2,,6, Usaquén,Santa Bárbara Central I Y II,3158574462,5376,29
1126,326000000,32,1.0,1,,4, Santa Fé,San Martín,3158574462,3255,36
1127,750000000,160,2.0,3,,6, Chapinero,Chicó Reservado II Sector,0,5578,6
1128,575000000,86,2.0,3,,5, Usaquén,Santa Bárbara Occidental,0,5376,29
1129,1600000000,206,3.0,4,,6, Chapinero,Bellavista,0,5578,6
1130,670000000,77,2.0,2,,6, Usaquén,Santa Bárbara Central I Y II,0,5376,29
1131,980000000,136,2.0,3,,6, Chapinero,El Refugio,0,5578,6
1132,740000000,101,3.0,2,,5, Usaquén,Santa Bárbara Central I Y II,0,5376,29
1133,1750000000,200,3.0,3,,6, Chapinero,El Refugio,0,5578,6
1134,970000000,138,3.0,4,,5, Usaquén,Santa Bárbara Occidental,0,5376,29
1135,1075000000,190,3.0,4,,6, Usaquén,Santa Bárbara Central I Y II,0,5376,29
1136,330000000,63,2.0,2,,4, Teusaquillo,El Recuerdo,0,3506,9
1137,580000000,104,2.0,2,,6, Chapinero,Chicó Reservado II Sector,0,5578,6
1138,720000000,108,3.0,3,,6, Usaquén,Santa Bárbara Central I Y II,0,5376,29
1139,620000000,120,3.0,3,,6, Usaquén,Rincón De Santa Paula,0,5376,29
1140,630000000,84,2.0,3,,6, Usaquén,Santa Bárbara Central I Y II,0,5376,29
1141,810000000,172,3.0,3,,6, Usaquén,Santa Bárbara Central I Sector,3158574462,5376,29
1142,3500000000,330,4.0,4,,6, Usaquén,Usaquén - Casa Cristo Rey,0,5376,29
1143,1600000000,400,4.0,4,,2, Chapinero,Hoya Teusaca,0,5578,6
1144,590000000,87,3.0,3,,5, Usaquén,Santa Bárbara Occidental,0,5376,29
1145,1100000000,131,1.0,2,,4, Chapinero,Emaus,3158574462,5578,6
1146,800000000,124,3.0,3,,5, Usaquén,Santa Bárbara Occidental,0,5376,29
1147,490000000,118,3.0,2,,6, Chapinero,Chicó Reservado II Sector,3158574462,5578,6
1148,740000000,170,3.0,2,,5, Usaquén,Santa Bárbara Central I Sector,0,5376,29
1149,290000000,52,1.0,1,,6, Usaquén,Santa Bárbara Central II Sector,3158574462,5376,29
1150,220000000,33,1.0,1,,4, Chapinero,Chapinero Norte,0,5578,6
1151,350000000,90,2.0,2,,6, Usaquén,Santa Bárbara Central III Sector,0,5376,29
1152,640000000,96,2.0,2,,6, Usaquén,Molinos Norte,0,5376,29
1153,200000000,30,1.0,1,,4, Chapinero,Quinta Camacho,0,5578,6
1154,420000000,42,1.0,2,,6, Usaquén,Santa Bibiana,0,5376,29
1155,1050000000,168,3.0,3,,6, Usaquén,Santa Bárbara Central I Y II,3207872179,5376,29
1156,240000000,60,1.0,1,,3, Santa Fé,Las Nieves,0,3255,36
1157,220000000,53,1.0,1,,3, Teusaquillo,Parque Simón Bolívar,0,3506,9
1158,8000000000,766,3.0,5,,2, Chapinero,San Isidro II Sector,0,5578,6
1159,530000000,87,2.0,3,,6, Usaquén,Rincón Del Chicó,0,5376,29
1160,1000000000,148,3.0,4,,6, Usaquén,Santa Bibiana,0,5376,29
1161,420000000,45,1.0,1,,5, Suba,Pasadena,0,7567,43
1162,569000000,130,3.0,3,,4, Teusaquillo,La Soledad,0,3506,9
1163,650000000,137,2.0,4,,5, Usaquén,Santa Bárbara Central I Sector,0,5376,29
1164,650000000,112,3.0,2,,6, Usaquén,Santa Bárbara Central I Y II,0,5376,29
1165,1090000000,600,10.0,7,,4, Teusaquillo,Banco Central,0,3506,9
1166,2199000000,403,4.0,0,,6, Santa Fé,San Diego,0,3255,36
1167,2950000000,269,3.0,5,,6, Chapinero,Los Rosales,0,5578,6
1168,950000000,216,3.0,3,,6, Usaquén,Molinos Norte,0,5376,29
1169,780000000,148,3.0,4,,6, Chapinero,Chicó Norte - Urbanización Conjunto De La Cien,0,5578,6
1170,600000000,119,3.0,2,,5, Chapinero,Chapinero Central,3183055639,5578,6
1171,2775600000,360,3.0,4,,6, Chapinero,Hoya Teusaca,0,5578,6
1172,570000000,107,3.0,3,,6, Usaquén,Santa Bárbara Central I Y II,0,5376,29
1173,850000000,170,3.0,3,,6, Suba,Urbanización Alhambra Sur Oriental,0,7567,43
1174,450000000,64,1.0,1,,6, Chapinero,El Chicó,0,5578,6
